collision_id,reaction,reactants,products,x,x_unit,y,y_unit,reactant_n_min,reactant_n_max,product_n_min,product_n_max,delta_n_max
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),9000.0,K,2.62123e-09,cm3/s,1,6,1,7,1
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),10000.0,K,2.63924e-09,cm3/s,1,6,1,7,1
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),15000.0,K,2.69208e-09,cm3/s,1,6,1,7,1
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),20000.0,K,2.7176e-09,cm3/s,1,6,1,7,1
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),25000.0,K,2.73253e-09,cm3/s,1,6,1,7,1
11,H (n=1) + H (n=6) → H (n=7) + H (n=1),H (n=1) + H (n=6),H (n=7) + H (n=1),30000.0,K,2.7423e-09,cm3/s,1,6,1,7,1
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),2000.0,K,4.7651e-10,cm3/s,1,6,1,8,2
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),3000.0,K,6.0719e-10,cm3/s,1,6,1,8,2
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),5000.0,K,7.278e-10,cm3/s,1,6,1,8,2
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),7000.0,K,7.8249e-10,cm3/s,1,6,1,8,2
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),8000.0,K,7.9972e-10,cm3/s,1,6,1,8,2
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),9000.0,K,8.1311e-10,cm3/s,1,6,1,8,2
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),10000.0,K,8.238e-10,cm3/s,1,6,1,8,2
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),15000.0,K,8.5548e-10,cm3/s,1,6,1,8,2
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),20000.0,K,8.7096e-10,cm3/s,1,6,1,8,2
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),25000.0,K,8.8005e-10,cm3/s,1,6,1,8,2
12,H (n=1) + H (n=6) → H (n=8) + H (n=1),H (n=1) + H (n=6),H (n=8) + H (n=1),30000.0,K,8.8601e-10,cm3/s,1,6,1,8,2
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),2000.0,K,1.93e-10,cm3/s,1,6,1,9,3
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),3000.0,K,2.6584e-10,cm3/s,1,6,1,9,3
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),5000.0,K,3.3798e-10,cm3/s,1,6,1,9,3
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),7000.0,K,3.7211e-10,cm3/s,1,6,1,9,3
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),8000.0,K,3.8304e-10,cm3/s,1,6,1,9,3
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),9000.0,K,3.9159e-10,cm3/s,1,6,1,9,3
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),10000.0,K,3.9844e-10,cm3/s,1,6,1,9,3
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),15000.0,K,4.1894e-10,cm3/s,1,6,1,9,3
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),20000.0,K,4.2904e-10,cm3/s,1,6,1,9,3
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),25000.0,K,4.35e-10,cm3/s,1,6,1,9,3
13,H (n=1) + H (n=6) → H (n=9) + H (n=1),H (n=1) + H (n=6),H (n=9) + H (n=1),30000.0,K,4.3891e-10,cm3/s,1,6,1,9,3
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),2000.0,K,9.85e-11,cm3/s,1,6,1,10,4
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),3000.0,K,1.4346e-10,cm3/s,1,6,1,10,4
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),5000.0,K,1.9031e-10,cm3/s,1,6,1,10,4
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),7000.0,K,2.1317e-10,cm3/s,1,6,1,10,4
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),8000.0,K,2.2057e-10,cm3/s,1,6,1,10,4
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),9000.0,K,2.2639e-10,cm3/s,1,6,1,10,4
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),10000.0,K,2.3107e-10,cm3/s,1,6,1,10,4
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),15000.0,K,2.4517e-10,cm3/s,1,6,1,10,4
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),20000.0,K,2.5215e-10,cm3/s,1,6,1,10,4
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),25000.0,K,2.5629e-10,cm3/s,1,6,1,10,4
14,H (n=1) + H (n=6) → H (n=10) + H (n=1),H (n=1) + H (n=6),H (n=10) + H (n=1),30000.0,K,2.5901e-10,cm3/s,1,6,1,10,4
15,H (n=1) + H (n=6) → H (n=1) + H (n=11),H (n=1) + H (n=6),H (n=1) + H (n=11),2000.0,K,5.765e-11,cm3/s,1,6,1,11,5
15,H (n=1) + H (n=6) → H (n=1) + H (n=11),H (n=1) + H (n=6),H (n=1) + H (n=11),3000.0,K,8.753e-11,cm3/s,1,6,1,11,5
15,H (n=1) + H (n=6) → H (n=1) + H (n=11),H (n=1) + H (n=6),H (n=1) + H (n=11),5000.0,K,1.1985e-10,cm3/s,1,6,1,11,5
15,H (n=1) + H (n=6) → H (n=1) + H (n=11),H (n=1) + H (n=6),H (n=1) + H (n=11),7000.0,K,1.3598e-10,cm3/s,1,6,1,11,5
